STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,SEX,Sex,AGE,Age,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q1,,564840,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q2,,567239,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q3,,567829,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q4,,569609,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q1,,571384,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q2,,572300,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q3,,572790,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q4,,573343,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q1,,573836,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q2,,573731,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q3,,573819,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q4,,574214,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q1,,574965,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q2,,574746,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q3,,574993,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q4,,575481,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2025-Q1,,576109,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2020-Q3,,0.77,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2020-Q4,,0.43,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2021-Q1,,0.1,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2021-Q2,,0.14,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2021-Q3,,0.28,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2021-Q4,,0.56,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2022-Q1,,1.01,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2022-Q2,,1.3,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2022-Q3,,1.81,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2022-Q4,,2.12,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2023-Q1,,2.32,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2023-Q2,,2.46,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2023-Q3,,2.53,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2023-Q4,,2.42,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2024-Q1,,2.26,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2024-Q2,,2,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2024-Q3,,1.76,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2024-Q4,,1.62,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,AUS,Australia,Q,Quarterly,2025-Q1,,1.56,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2020-Q3,,247755,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2020-Q4,,247819,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q1,,248185,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q2,,248151,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q3,,249465,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q4,,250500,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q1,,252107,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q2,,253100,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q3,,254404,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q4,,255294,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q1,,256466,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q2,,257508,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q3,,258543,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q4,,259143,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q1,,259967,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q2,,260847,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q3,,261594,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q4,,262254,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,1,Estimated Resident Population,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2025-Q1,,263417,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2020-Q3,,1078,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2020-Q4,,1606,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q1,,1216,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q2,,723,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q3,,1710,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2021-Q4,,2681,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q1,,3922,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q2,,4949,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q3,,4939,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2022-Q4,,4794,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q1,,4359,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q2,,4408,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q3,,4139,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2023-Q4,,3849,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q1,,3501,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q2,,3339,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q3,,3051,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2024-Q4,,3111,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,7,Northern Territory,Q,Quarterly,2025-Q1,,3450,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2020-Q3,,1.72,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2020-Q4,,1.54,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q1,,1.59,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q2,,1.73,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q3,,1.5,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2021-Q4,,1.38,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q1,,1.16,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q2,,0.89,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q3,,0.87,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2022-Q4,,0.66,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q1,,0.43,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q2,,0.25,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q3,,0.18,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2023-Q4,,0.15,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q1,,0.2,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q2,,0.18,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q3,,0.2,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2024-Q4,,0.22,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,3,ERP Percentage Change Over Previous Year,3,Persons,TOT,All ages,6,Tasmania,Q,Quarterly,2025-Q1,,0.2,,PCT,Percent,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2020-Q3,,45755,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2020-Q4,,39388,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q1,,32755,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q2,,36453,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q3,,35582,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2021-Q4,,35053,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q1,,39316,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q2,,44569,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q3,,60324,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2022-Q4,,76283,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q1,,90057,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q2,,97002,,PSNS,Persons,,,,
DATAFLOW,ABS:ERP_Q(1.0.0),"Quarterly Population Estimates (ERP), by State/Territory, Sex and Age",I,2,ERP Change Over Previous Year,3,Persons,TOT,All ages,5,Western Australia,Q,Quarterly,2023-Q3,,100315,,PSNS,Persons,,,,
